,age,workclass,education,education_num,marital_status,occupation,relationship,race,sex,hours_per_week,native_country,income,net_capital
429,47,Government,Advanced Degree,14,Married,White Collar,Spouse,White,Male,40,US,0,0
430,80,Unknown,High School Graduate,9,Previously Married,Unknown,Not family,White,Male,24,US,0,0
432,40,Self-employed,Bachelor's Degree,13,Married,White Collar,Not family,White,Female,40,US,0,2174
435,33,Private,Advanced Degree,14,Married,White Collar,Spouse,White,Male,50,US,1,0
436,34,Government,High School Graduate,9,Never Married,Blue Collar,Not family,Other,Male,60,US,0,594
438,23,Private,Collage/Associate Degree,10,Married,White Collar,Spouse,White,Male,40,US,0,0
439,42,Government,Collage/Associate Degree,10,Married,White Collar,Spouse,White,Female,40,US,0,0
440,29,Private,Bachelor's Degree,13,Never Married,White Collar,Not family,White,Male,40,US,0,0
441,45,Private,High School Graduate,9,Previously Married,White Collar,Not family,White,Female,28,US,0,0
443,44,Private,Collage/Associate Degree,10,Married,White Collar,Spouse,White,Male,40,US,1,0
444,27,Private,Some High School,5,Never Married,Blue Collar,Other Relative,White,Male,40,Other,0,0
445,20,Private,Collage/Associate Degree,10,Never Married,White Collar,Not family,White,Male,35,US,0,0
446,44,Private,High School Graduate,9,Previously Married,White Collar,Not family,Other,Female,40,US,0,0
447,51,Private,High School Graduate,9,Married,Blue Collar,Spouse,Other,Male,40,US,0,0
451,45,Self-employed,Collage/Associate Degree,10,Married,Blue Collar,Spouse,White,Male,55,US,1,0
452,60,Private,High School Graduate,9,Married,Blue Collar,Spouse,White,Male,40,US,1,0
454,44,Self-employed,High School Graduate,9,Married,White Collar,Spouse,White,Female,40,US,1,0
456,30,Private,High School Graduate,9,Married,White Collar,Spouse,White,Female,40,US,0,0
457,38,Private,Collage/Associate Degree,10,Married,Blue Collar,Spouse,Other,Male,50,US,0,0
458,23,Private,High School Graduate,9,Married,Blue Collar,Spouse,White,Male,60,US,0,0
459,32,Unknown,Collage/Associate Degree,10,Married,Unknown,Spouse,White,Male,40,US,0,0
461,54,Government,High School Graduate,9,Married,Blue Collar,Spouse,Other,Male,40,US,0,0
462,32,Private,Bachelor's Degree,13,Married,White Collar,Spouse,White,Male,50,US,0,0
463,50,Private,No formal education,2,Married,Blue Collar,Not family,White,Male,40,US,0,0
464,24,Private,Bachelor's Degree,13,Never Married,White Collar,Not family,White,Female,20,US,0,0
465,37,Private,High School Graduate,9,Married,White Collar,Spouse,White,Female,60,US,0,0
466,52,Private,High School Graduate,9,Previously Married,Blue Collar,Not family,White,Male,40,US,0,0
467,38,Private,Collage/Associate Degree,10,Married,Blue Collar,Spouse,White,Male,40,US,0,0
468,49,Private,Advanced Degree,14,Married,White Collar,Spouse,White,Male,45,US,1,-1977
469,30,Private,Bachelor's Degree,13,Married,White Collar,Spouse,White,Female,16,US,1,0
470,60,Private,Collage/Associate Degree,10,Never Married,White Collar,Not family,White,Male,40,US,1,0
472,35,Private,High School Graduate,9,Never Married,Blue Collar,Not family,White,Male,40,US,0,0
473,30,Private,High School Graduate,9,Never Married,Blue Collar,Not family,White,Male,60,US,0,0
475,46,Private,Bachelor's Degree,13,Never Married,Blue Collar,Not family,White,Female,40,US,0,0
476,17,Private,Some High School,5,Never Married,Service,Not family,White,Male,6,US,0,0
478,27,Private,Some High School,6,Never Married,Service,Not family,White,Male,40,US,0,0
479,23,Private,High School Graduate,9,Never Married,Service,Not family,White,Female,35,US,0,0
481,43,Self-employed,Collage/Associate Degree,10,Married,Blue Collar,Spouse,White,Male,20,US,0,0
482,28,Government,Bachelor's Degree,13,Never Married,White Collar,Not family,White,Male,20,US,0,0
483,41,Private,High School Graduate,9,Married,Blue Collar,Not family,White,Female,40,US,0,0
484,52,Unknown,Some High School,8,Never Married,Unknown,Other Relative,Other,Male,40,US,0,594
486,63,Unknown,No formal education,2,Married,Unknown,Spouse,White,Male,35,US,0,0
487,59,Government,High School Graduate,9,Married,Blue Collar,Spouse,White,Male,45,US,0,0
488,45,Government,Bachelor's Degree,13,Previously Married,White Collar,Not family,White,Female,40,US,0,0
489,38,Private,Bachelor's Degree,13,Married,White Collar,Spouse,White,Male,60,US,1,15024
490,40,Private,High School Graduate,9,Never Married,Service,Not family,White,Female,35,US,0,0
491,46,Government,High School Graduate,9,Previously Married,White Collar,Not family,White,Male,40,US,0,0
493,34,Private,High School Graduate,9,Previously Married,White Collar,Not family,White,Female,25,US,0,0
495,41,Private,High School Graduate,9,Previously Married,White Collar,Not family,White,Female,36,US,0,0
498,26,Private,Collage/Associate Degree,10,Never Married,White Collar,Not family,White,Female,35,US,0,0
499,72,Unknown,High School Graduate,9,Married,Unknown,Spouse,White,Male,20,US,0,0
500,23,Government,High School Graduate,9,Never Married,Blue Collar,Not family,White,Male,40,Other,0,0
501,62,Government,High School Graduate,9,Married,Blue Collar,Spouse,White,Male,40,US,0,0
502,52,Private,Collage/Associate Degree,10,Married,White Collar,Spouse,White,Male,40,US,0,0
503,58,Private,Collage/Associate Degree,10,Previously Married,Service,Not family,White,Female,42,Other,0,0
504,25,Private,Bachelor's Degree,13,Never Married,White Collar,Not family,White,Female,40,US,0,0
505,24,Private,Bachelor's Degree,13,Never Married,White Collar,Not family,Other,Male,40,US,0,0
507,43,Private,Collage/Associate Degree,10,Married,White Collar,Spouse,White,Male,40,US,0,0
508,47,Government,High School Graduate,9,Previously Married,White Collar,Not family,Other,Female,40,US,0,0
509,39,Private,High School Graduate,9,Previously Married,Service,Not family,White,Female,40,US,0,0
511,53,Unknown,No formal education,3,Previously Married,Unknown,Not family,Other,Female,30,US,0,0
513,34,Private,Collage/Associate Degree,10,Married,White Collar,Spouse,White,Male,50,US,1,0
514,28,Private,High School Graduate,9,Previously Married,Blue Collar,Not family,White,Male,45,US,0,0
516,25,Private,Collage/Associate Degree,10,Never Married,White Collar,Not family,Other,Female,20,US,0,0
518,21,Unknown,Collage/Associate Degree,10,Never Married,Unknown,Not family,White,Female,35,US,0,0
519,34,Private,Bachelor's Degree,13,Married,White Collar,Spouse,White,Male,50,US,1,0
520,38,Self-employed,Bachelor's Degree,13,Married,White Collar,Spouse,White,Male,80,US,1,15024
521,50,Private,High School Graduate,9,Married,White Collar,Spouse,White,Male,50,US,1,7688
522,24,Government,Collage/Associate Degree,10,Previously Married,Blue Collar,Not family,Other,Male,50,US,0,0
523,37,Government,Collage/Associate Degree,10,Married,White Collar,Spouse,White,Male,45,US,1,0
525,28,Private,Collage/Associate Degree,10,Married,White Collar,Spouse,White,Female,40,US,0,0
526,42,Private,Bachelor's Degree,13,Married,White Collar,Spouse,White,Male,40,US,1,0
527,74,Private,Collage/Associate Degree,10,Previously Married,White Collar,Not family,White,Female,9,US,0,0
528,38,Self-employed,High School Graduate,9,Married,Blue Collar,Spouse,White,Male,50,US,0,0
529,44,Self-employed,Advanced Degree,14,Married,White Collar,Spouse,White,Male,40,US,0,0
532,36,Private,High School Graduate,9,Married,Service,Spouse,Other,Male,40,US,0,0
534,67,Private,Advanced Degree,15,Married,White Collar,Spouse,White,Male,48,US,1,20051
535,39,Government,Some High School,8,Married,White Collar,Spouse,White,Male,50,US,0,0
536,57,Private,No formal education,2,Previously Married,Service,Not family,Other,Female,30,US,0,0
538,31,Self-employed,Bachelor's Degree,13,Never Married,Blue Collar,Not family,White,Female,45,US,0,0
539,34,Unknown,High School Graduate,9,Never Married,Unknown,Not family,Other,Female,40,US,0,0
540,44,Private,Collage/Associate Degree,10,Married,Blue Collar,Spouse,White,Male,40,US,0,0
542,30,Private,Collage/Associate Degree,10,Never Married,Blue Collar,Not family,White,Female,40,US,0,0
543,27,Private,High School Graduate,9,Never Married,Blue Collar,Not family,White,Male,40,US,0,0
544,27,Private,Collage/Associate Degree,10,Married,White Collar,Spouse,White,Male,50,US,0,0
545,32,Private,High School Graduate,9,Never Married,Blue Collar,Not family,White,Female,45,US,0,0
546,58,Private,Some High School,6,Married,Service,Spouse,White,Female,8,US,0,0
549,28,Private,Collage/Associate Degree,10,Never Married,Blue Collar,Not family,White,Male,40,US,0,0
550,46,Self-employed,Collage/Associate Degree,10,Previously Married,White Collar,Not family,White,Male,50,US,0,0
551,36,Self-employed,High School Graduate,9,Previously Married,Service,Not family,White,Female,40,US,0,0
552,72,Private,Some High School,7,Previously Married,White Collar,Not family,White,Female,40,US,0,0
557,31,Private,High School Graduate,9,Previously Married,White Collar,Not family,White,Female,20,Unknown,0,0
558,34,Private,High School Graduate,9,Married,White Collar,Spouse,White,Female,32,US,0,0
559,30,Private,Some High School,7,Married,Service,Spouse,White,Male,40,Other,0,0
560,28,Private,Bachelor's Degree,13,Never Married,Blue Collar,Not family,White,Male,55,US,0,0
561,54,Private,Bachelor's Degree,13,Married,White Collar,Spouse,White,Male,35,US,1,0
562,47,Private,Collage/Associate Degree,10,Married,White Collar,Spouse,White,Male,50,US,1,0
563,24,Private,High School Graduate,9,Never Married,Blue Collar,Not family,Other,Female,40,US,0,0
564,52,Self-employed,Bachelor's Degree,13,Married,White Collar,Spouse,White,Male,60,US,1,0
566,43,Self-employed,Advanced Degree,14,Married,White Collar,Spouse,White,Male,45,US,0,5013
567,45,Private,No formal education,4,Previously Married,Service,Not family,White,Female,40,Other,0,0
568,29,Self-employed,High School Graduate,9,Previously Married,Blue Collar,Not family,White,Male,35,US,0,0
569,47,Private,Advanced Degree,14,Previously Married,White Collar,Not family,White,Male,42,US,0,0
571,51,Private,High School Graduate,9,Married,White Collar,Spouse,White,Male,40,US,0,0
574,27,Private,Advanced Degree,16,Never Married,White Collar,Not family,White,Female,70,US,0,0
575,29,Private,Bachelor's Degree,13,Married,White Collar,Spouse,White,Male,40,US,1,0
578,58,Government,Bachelor's Degree,13,Never Married,White Collar,Not family,White,Female,40,US,0,0
579,26,Self-employed,Collage/Associate Degree,10,Married,Blue Collar,Spouse,White,Male,45,US,0,0
580,65,Unknown,Collage/Associate Degree,10,Married,Unknown,Spouse,White,Male,30,US,1,0
581,57,Private,High School Graduate,9,Married,White Collar,Spouse,White,Male,40,US,1,0
582,59,Private,High School Graduate,9,Married,Blue Collar,Spouse,White,Male,40,US,0,0
584,31,Self-employed,Bachelor's Degree,13,Never Married,White Collar,Not family,White,Male,40,US,0,0
586,29,Private,Collage/Associate Degree,10,Never Married,White Collar,Not family,White,Male,60,US,0,0
588,52,Private,Some High School,6,Married,Blue Collar,Spouse,White,Male,47,US,1,-1887
589,57,Self-employed,Bachelor's Degree,13,Previously Married,White Collar,Not family,White,Male,80,US,0,0
590,42,Unknown,High School Graduate,9,Married,Unknown,Spouse,White,Male,40,US,0,0
591,55,Unknown,High School Graduate,9,Married,Unknown,Spouse,Other,Female,40,US,0,0
592,60,Private,No formal education,4,Never Married,Blue Collar,Not family,White,Male,48,US,1,0
593,31,Private,Bachelor's Degree,13,Married,White Collar,Spouse,White,Male,40,Other,1,7688
596,23,Unknown,Collage/Associate Degree,10,Never Married,Unknown,Not family,Other,Female,25,US,0,0
597,42,Self-employed,Advanced Degree,15,Married,White Collar,Spouse,White,Male,50,US,1,-1902
598,25,Private,Collage/Associate Degree,10,Never Married,White Collar,Not family,White,Male,40,US,0,2174
599,49,Private,Bachelor's Degree,13,Never Married,White Collar,Not family,White,Female,45,US,0,0
600,32,Private,Bachelor's Degree,13,Never Married,White Collar,Not family,White,Male,40,US,0,0
602,60,Private,No formal education,4,Previously Married,Service,Not family,White,Female,40,US,0,0
603,42,Government,Some High School,5,Married,Service,Spouse,White,Male,40,US,0,0
605,48,Private,High School Graduate,9,Never Married,White Collar,Not family,Other,Female,37,US,0,0
606,51,Private,Advanced Degree,14,Married,Blue Collar,Spouse,White,Male,40,US,1,0
607,29,Private,High School Graduate,9,Never Married,Blue Collar,Not family,Other,Male,40,US,0,0
608,36,Government,High School Graduate,9,Previously Married,White Collar,Not family,Other,Male,40,US,0,0
610,52,Private,Advanced Degree,14,Previously Married,White Collar,Not family,White,Female,60,US,0,6849
611,24,Private,High School Graduate,9,Never Married,Blue Collar,Not family,White,Male,40,US,0,0
612,24,Private,High School Graduate,9,Married,Blue Collar,Spouse,White,Male,50,US,0,0
616,30,Private,High School Graduate,9,Married,Blue Collar,Spouse,Other,Male,45,US,0,0
617,50,Self-employed,High School Graduate,9,Married,White Collar,Spouse,White,Male,32,US,0,0
618,52,Self-employed,Bachelor's Degree,13,Married,White Collar,Spouse,White,Male,55,US,0,0
619,46,Private,Advanced Degree,15,Married,White Collar,Spouse,White,Male,45,US,1,15024
621,45,Private,Some High School,7,Previously Married,Service,Not family,Other,Female,20,US,0,0
622,65,Private,Some High School,5,Previously Married,Service,Not family,Other,Female,24,US,0,0
624,47,Private,Some High School,5,Married,Blue Collar,Not family,White,Male,40,Other,0,0
626,34,Private,High School Graduate,9,Married,White Collar,Spouse,White,Male,45,US,1,0
627,38,Self-employed,High School Graduate,9,Married,White Collar,Spouse,White,Male,64,US,0,0
628,33,Private,Collage/Associate Degree,10,Married,White Collar,Spouse,White,Male,40,US,1,0
629,49,Private,Bachelor's Degree,13,Married,White Collar,Spouse,White,Male,26,US,1,0
630,47,Self-employed,Collage/Associate Degree,10,Never Married,Service,Not family,Other,Female,40,US,0,0
631,49,Government,Some High School,6,Previously Married,Service,Not family,Other,Female,40,US,0,0
632,43,Private,Collage/Associate Degree,10,Married,Blue Collar,Spouse,White,Male,60,US,1,15024
633,30,Private,Bachelor's Degree,13,Married,White Collar,Spouse,Other,Female,40,US,1,0
634,58,Self-employed,High School Graduate,9,Married,Blue Collar,Spouse,White,Male,60,US,0,0
636,21,Private,Bachelor's Degree,13,Never Married,Blue Collar,Not family,White,Male,40,US,0,0
637,33,Private,Bachelor's Degree,13,Married,White Collar,Spouse,White,Male,60,US,1,15024
638,47,Self-employed,No formal education,3,Married,Blue Collar,Spouse,White,Male,50,Other,0,0
639,52,Self-employed,Advanced Degree,16,Married,White Collar,Spouse,White,Male,60,US,1,0
640,26,Private,High School Graduate,9,Previously Married,Blue Collar,Not family,White,Male,55,US,0,0
641,60,Private,High School Graduate,9,Married,Blue Collar,Spouse,White,Male,40,US,0,0
643,36,Private,Collage/Associate Degree,10,Married,White Collar,Spouse,White,Male,50,US,1,5178
644,31,Private,Collage/Associate Degree,10,Married,Blue Collar,Spouse,White,Male,45,US,0,0
645,50,Self-employed,Advanced Degree,16,Previously Married,White Collar,Not family,White,Male,40,US,1,0
646,31,Government,High School Graduate,9,Previously Married,White Collar,Not family,White,Female,40,US,0,0
647,71,Private,High School Graduate,9,Married,Blue Collar,Spouse,White,Male,15,US,0,0
648,58,Unknown,High School Graduate,9,Married,Unknown,Spouse,White,Male,50,US,0,0
649,30,Government,Bachelor's Degree,13,Married,White Collar,Spouse,White,Male,40,US,1,0
651,24,Private,High School Graduate,9,Never Married,White Collar,Other Relative,White,Male,50,US,0,4101
652,35,Private,Advanced Degree,16,Married,White Collar,Spouse,Other,Male,40,Other,1,0
653,38,Government,Collage/Associate Degree,10,Previously Married,White Collar,Not family,White,Female,45,US,0,0
655,29,Government,Collage/Associate Degree,10,Never Married,White Collar,Not family,Other,Female,40,Other,0,0
656,70,Unknown,Some High School,5,Previously Married,Unknown,Not family,White,Female,15,US,0,1111
657,34,Private,High School Graduate,9,Married,Blue Collar,Spouse,White,Male,45,US,0,0
658,44,Private,No formal education,4,Married,Blue Collar,Spouse,White,Male,35,US,0,0
660,44,Self-employed,Some High School,8,Married,Blue Collar,Spouse,Other,Male,40,US,1,0
661,35,Private,Advanced Degree,14,Never Married,White Collar,Not family,White,Male,60,US,0,0
662,27,Private,Collage/Associate Degree,10,Never Married,White Collar,Not family,White,Male,40,US,0,0
663,43,Government,Advanced Degree,14,Never Married,White Collar,Not family,White,Male,38,US,0,0
